min,Intensity
2.44000000,14605.000000
2.44333333,14607.000000
2.44666667,14619.000000
2.45000000,14626.000000
2.45333333,14647.000000
2.45666667,14672.000000
2.46000000,14680.000000
2.46333333,14677.000000
2.46666667,14688.000000
2.47000000,14676.000000
2.47333333,14667.000000
2.47666667,14638.000000
2.48000000,14606.000000
2.48333333,14563.000000
2.48666667,14519.000000
2.49000000,14492.000000
2.49333333,14466.000000
2.49666667,14436.000000
2.50000000,14426.000000
2.50333333,14443.000000
2.50666667,14474.000000
2.51000000,14520.000000
2.51333333,14611.000000
2.51666667,14751.000000
2.52000000,14905.000000
2.52333333,15105.000000
2.52666667,15357.000000
2.53000000,15668.000000
2.53333333,16003.000000
2.53666667,16382.000000
2.54000000,16804.000000
2.54333333,17254.000000
2.54666667,17737.000000
2.55000000,18235.000000
2.55333333,18733.000000
2.55666667,19228.000000
2.56000000,19721.000000
2.56333333,20188.000000
2.56666667,20604.000000
2.57000000,20983.000000
2.57333333,21316.000000
2.57666667,21595.000000
2.58000000,21813.000000
2.58333333,21952.000000
2.58666667,22042.000000
2.59000000,22072.000000
2.59333333,22044.000000
2.59666667,21972.000000
2.60000000,21859.000000
2.60333333,21723.000000
2.60666667,21573.000000
2.61000000,21434.000000
2.61333333,21269.000000
2.61666667,21157.000000
2.62000000,21065.000000
2.62333333,21007.000000
2.62666667,20985.000000
2.63000000,20993.000000
2.63333333,21042.000000
2.63666667,21137.000000
2.64000000,21260.000000
2.64333333,21425.000000
2.64666667,21613.000000
2.65000000,21834.000000
2.65333333,22069.000000
2.65666667,22326.000000
2.66000000,22596.000000
2.66333333,22866.000000
2.66666667,23174.000000
2.67000000,23490.000000
2.67333333,23855.000000
2.67666667,24261.000000
2.68000000,24734.000000
2.68333333,25316.000000
2.68666667,26002.000000
2.69000000,26826.000000
2.69333333,27805.000000
2.69666667,28975.000000
2.70000000,30342.000000
2.70333333,31926.000000
2.70666667,33732.000000
2.71000000,35759.000000
2.71333333,38014.000000
2.71666667,40501.000000
2.72000000,43174.000000
2.72333333,46005.000000
2.72666667,48966.000000
2.73000000,52035.000000
2.73333333,55142.000000
2.73666667,58242.000000
2.74000000,61241.000000
2.74333333,64135.000000
2.74666667,66848.000000
2.75000000,69274.000000
2.75333333,71421.000000
2.75666667,73210.000000
2.76000000,74622.000000
2.76333333,75628.000000
2.76666667,76218.000000
2.77000000,76346.000000
2.77333333,76047.000000
2.77666667,75345.000000
2.78000000,74248.000000
2.78333333,72782.000000
2.78666667,71015.000000
2.79000000,68957.000000
2.79333333,66686.000000
2.79666667,64203.000000
2.80000000,61612.000000
2.80333333,58919.000000
2.80666667,56201.000000
2.81000000,53461.000000
2.81333333,50747.000000
2.81666667,48098.000000
2.82000000,45502.000000
2.82333333,43033.000000
2.82666667,40702.000000
2.83000000,38502.000000
2.83333333,36458.000000
2.83666667,34592.000000
2.84000000,32883.000000
2.84333333,31358.000000
2.84666667,30031.000000
2.85000000,28895.000000
2.85333333,27929.000000
2.85666667,27169.000000
2.86000000,26567.000000
2.86333333,26169.000000
2.86666667,25948.000000
2.87000000,25874.000000
2.87333333,25986.000000
2.87666667,26233.000000
2.88000000,26612.000000
2.88333333,27131.000000
2.88666667,27737.000000
2.89000000,28429.000000
2.89333333,29193.000000
2.89666667,30005.000000
2.90000000,30818.000000
2.90333333,31640.000000
2.90666667,32440.000000
2.91000000,33222.000000
2.91333333,33947.000000
2.91666667,34584.000000
2.92000000,35128.000000
2.92333333,35604.000000
2.92666667,35955.000000
2.93000000,36216.000000
2.93333333,36360.000000
2.93666667,36385.000000
2.94000000,36329.000000
2.94333333,36174.000000
2.94666667,35933.000000
2.95000000,35604.000000
2.95333333,35224.000000
2.95666667,34779.000000
2.96000000,34280.000000
2.96333333,33745.000000
2.96666667,33149.000000
2.97000000,32554.000000
2.97333333,31944.000000
2.97666667,31307.000000
2.98000000,30676.000000
2.98333333,30044.000000
2.98666667,29413.000000
2.99000000,28770.000000
2.99333333,28130.000000
2.99666667,27479.000000
3.00000000,26843.000000
3.00333333,26222.000000
3.00666667,25600.000000
3.01000000,24994.000000
3.01333333,24400.000000
3.01666667,23792.000000
3.02000000,23225.000000
3.02333333,22656.000000
3.02666667,22096.000000
3.03000000,21543.000000
3.03333333,21009.000000
3.03666667,20474.000000
3.04000000,19960.000000
3.04333333,19476.000000
3.04666667,19004.000000
3.05000000,18555.000000
3.05333333,18099.000000
3.05666667,17665.000000
3.06000000,17234.000000
3.06333333,16808.000000
3.06666667,16390.000000
3.07000000,15998.000000
3.07333333,15606.000000
3.07666667,15229.000000
3.08000000,14864.000000
3.08333333,14511.000000
3.08666667,14167.000000
3.09000000,13825.000000
3.09333333,13489.000000
3.09666667,13173.000000
3.10000000,12862.000000
3.10333333,12559.000000
3.10666667,12281.000000
3.11000000,12002.000000
3.11333333,11752.000000
3.11666667,11525.000000
3.12000000,11301.000000
3.12333333,11101.000000
3.12666667,10914.000000
3.13000000,10737.000000
3.13333333,10572.000000
3.13666667,10433.000000
3.14000000,10298.000000
3.14333333,10185.000000
3.14666667,10089.000000
3.15000000,10005.000000
3.15333333,9939.000000
3.15666667,9899.000000
3.16000000,9864.000000
3.16333333,9844.000000
3.16666667,9835.000000
3.17000000,9821.000000
3.17333333,9833.000000
3.17666667,9844.000000
3.18000000,9857.000000
3.18333333,9891.000000
3.18666667,9943.000000
3.19000000,9986.000000
3.19333333,10044.000000
3.19666667,10113.000000
3.20000000,10182.000000
3.20333333,10257.000000
3.20666667,10336.000000
3.21000000,10420.000000
3.21333333,10514.000000
3.21666667,10616.000000
3.22000000,10708.000000
3.22333333,10819.000000
3.22666667,10920.000000
3.23000000,11039.000000
3.23333333,11165.000000
3.23666667,11291.000000
3.24000000,11381.000000
3.24333333,11497.000000
3.24666667,11620.000000
3.25000000,11726.000000
3.25333333,11826.000000
3.25666667,11918.000000
3.26000000,11993.000000
3.26333333,12062.000000
3.26666667,12123.000000
3.27000000,12160.000000
3.27333333,12194.000000
3.27666667,12203.000000
3.28000000,12214.000000
3.28333333,12196.000000
3.28666667,12155.000000
3.29000000,12094.000000
3.29333333,12044.000000
3.29666667,11973.000000
3.30000000,11875.000000
3.30333333,11792.000000
3.30666667,11708.000000
3.31000000,11610.000000
3.31333333,11528.000000
3.31666667,11432.000000
3.32000000,11341.000000
3.32333333,11280.000000
3.32666667,11247.000000
3.33000000,11238.000000
3.33333333,11245.000000
3.33666667,11289.000000
3.34000000,11378.000000
3.34333333,11507.000000
3.34666667,11675.000000
3.35000000,11879.000000
3.35333333,12137.000000
3.35666667,12426.000000
3.36000000,12775.000000
3.36333333,13166.000000
3.36666667,13578.000000
3.37000000,14043.000000
3.37333333,14539.000000
3.37666667,15042.000000
3.38000000,15558.000000
3.38333333,16084.000000
3.38666667,16611.000000
3.39000000,17128.000000
3.39333333,17634.000000
3.39666667,18104.000000
3.40000000,18544.000000
3.40333333,18939.000000
3.40666667,19296.000000
3.41000000,19602.000000
3.41333333,19838.000000
3.41666667,20004.000000
3.42000000,20124.000000
3.42333333,20151.000000
3.42666667,20122.000000
3.43000000,20038.000000
3.43333333,19880.000000
3.43666667,19663.000000
3.44000000,19392.000000
3.44333333,19061.000000
3.44666667,18682.000000
3.45000000,18272.000000
3.45333333,17824.000000
3.45666667,17343.000000
3.46000000,16830.000000
3.46333333,16305.000000
3.46666667,15774.000000
3.47000000,15241.000000
3.47333333,14685.000000
3.47666667,14157.000000
3.48000000,13631.000000
3.48333333,13105.000000
3.48666667,12595.000000
3.49000000,12113.000000
3.49333333,11652.000000
3.49666667,11212.000000
3.50000000,10783.000000
3.50333333,10363.000000
3.50666667,9970.000000
3.51000000,9623.000000
3.51333333,9300.000000
3.51666667,8989.000000
3.52000000,8689.000000
3.52333333,8430.000000
3.52666667,8208.000000
3.53000000,7999.000000
3.53333333,7801.000000
3.53666667,7653.000000
3.54000000,7546.000000
3.54333333,7450.000000
3.54666667,7387.000000
3.55000000,7358.000000
3.55333333,7381.000000
3.55666667,7447.000000
3.56000000,7551.000000
3.56333333,7701.000000
3.56666667,7882.000000
3.57000000,8119.000000
3.57333333,8428.000000
3.57666667,8766.000000
3.58000000,9176.000000
3.58333333,9642.000000
3.58666667,10173.000000
3.59000000,10751.000000
3.59333333,11371.000000
3.59666667,12035.000000
3.60000000,12748.000000
3.60333333,13495.000000
3.60666667,14269.000000
3.61000000,15069.000000
3.61333333,15873.000000
3.61666667,16677.000000
3.62000000,17481.000000
3.62333333,18273.000000
3.62666667,19032.000000
3.63000000,19768.000000
3.63333333,20453.000000
3.63666667,21081.000000
3.64000000,21657.000000
3.64333333,22159.000000
3.64666667,22579.000000
3.65000000,22945.000000
3.65333333,23222.000000
3.65666667,23435.000000
3.66000000,23559.000000
3.66333333,23612.000000
3.66666667,23593.000000
3.67000000,23505.000000
3.67333333,23354.000000
3.67666667,23134.000000
3.68000000,22862.000000
3.68333333,22552.000000
3.68666667,22193.000000
3.69000000,21816.000000
3.69333333,21394.000000
3.69666667,20957.000000
3.70000000,20521.000000
3.70333333,20061.000000
3.70666667,19606.000000
3.71000000,19141.000000
3.71333333,18693.000000
3.71666667,18238.000000
3.72000000,17810.000000
3.72333333,17401.000000
3.72666667,16999.000000
3.73000000,16620.000000
3.73333333,16270.000000
3.73666667,15938.000000
3.74000000,15645.000000
3.74333333,15357.000000
3.74666667,15095.000000
3.75000000,14856.000000
3.75333333,14648.000000
3.75666667,14467.000000
3.76000000,14288.000000
3.76333333,14139.000000
3.76666667,14029.000000
3.77000000,13941.000000
3.77333333,13873.000000
3.77666667,13821.000000
3.78000000,13794.000000
3.78333333,13783.000000
3.78666667,13777.000000
3.79000000,13785.000000
3.79333333,13786.000000
3.79666667,13801.000000
3.80000000,13835.000000
3.80333333,13862.000000
3.80666667,13868.000000
3.81000000,13885.000000
3.81333333,13910.000000
3.81666667,13914.000000
3.82000000,13887.000000
3.82333333,13885.000000
3.82666667,13852.000000
3.83000000,13794.000000
3.83333333,13732.000000
3.83666667,13653.000000
3.84000000,13560.000000
3.84333333,13440.000000
3.84666667,13319.000000
3.85000000,13177.000000
3.85333333,13014.000000
3.85666667,12844.000000
3.86000000,12672.000000
3.86333333,12478.000000
3.86666667,12267.000000
3.87000000,12063.000000
3.87333333,11845.000000
3.87666667,11594.000000
3.88000000,11355.000000
3.88333333,11114.000000
3.88666667,10863.000000
3.89000000,10619.000000
3.89333333,10367.000000
3.89666667,10107.000000
3.90000000,9857.000000
3.90333333,9614.000000
3.90666667,9376.000000
3.91000000,9141.000000
3.91333333,8911.000000
3.91666667,8678.000000
3.92000000,8465.000000
3.92333333,8244.000000
3.92666667,8046.000000
3.93000000,7862.000000
3.93333333,7677.000000
3.93666667,7519.000000
3.94000000,7366.000000
3.94333333,7218.000000
3.94666667,7088.000000
3.95000000,6997.000000
3.95333333,6884.000000
3.95666667,6804.000000
3.96000000,6731.000000
3.96333333,6665.000000
3.96666667,6614.000000
3.97000000,6569.000000
3.97333333,6540.000000
3.97666667,6525.000000
3.98000000,6523.000000
3.98333333,6532.000000
