min,Intensity
2.49666667,1513.000000
2.50000000,1513.000000
2.50333333,1501.000000
2.50666667,1495.000000
2.51000000,1485.000000
2.51333333,1516.000000
2.51666667,1508.000000
2.52000000,1508.000000
2.52333333,1510.000000
2.52666667,1514.000000
2.53000000,1505.000000
2.53333333,1513.000000
2.53666667,1528.000000
2.54000000,1522.000000
2.54333333,1530.000000
2.54666667,1538.000000
2.55000000,1535.000000
2.55333333,1534.000000
2.55666667,1536.000000
2.56000000,1550.000000
2.56333333,1565.000000
2.56666667,1543.000000
2.57000000,1545.000000
2.57333333,1552.000000
2.57666667,1548.000000
2.58000000,1552.000000
2.58333333,1544.000000
2.58666667,1541.000000
2.59000000,1535.000000
2.59333333,1542.000000
2.59666667,1539.000000
2.60000000,1540.000000
2.60333333,1553.000000
2.60666667,1554.000000
2.61000000,1572.000000
2.61333333,1576.000000
2.61666667,1590.000000
2.62000000,1606.000000
2.62333333,1626.000000
2.62666667,1645.000000
2.63000000,1661.000000
2.63333333,1683.000000
2.63666667,1719.000000
2.64000000,1743.000000
2.64333333,1762.000000
2.64666667,1789.000000
2.65000000,1825.000000
2.65333333,1850.000000
2.65666667,1864.000000
2.66000000,1898.000000
2.66333333,1916.000000
2.66666667,1924.000000
2.67000000,1938.000000
2.67333333,1962.000000
2.67666667,1974.000000
2.68000000,1977.000000
2.68333333,1995.000000
2.68666667,1992.000000
2.69000000,1988.000000
2.69333333,1987.000000
2.69666667,1992.000000
2.70000000,1987.000000
2.70333333,1977.000000
2.70666667,1965.000000
2.71000000,1964.000000
2.71333333,1947.000000
2.71666667,1940.000000
2.72000000,1930.000000
2.72333333,1926.000000
2.72666667,1904.000000
2.73000000,1895.000000
2.73333333,1879.000000
2.73666667,1867.000000
2.74000000,1862.000000
2.74333333,1854.000000
2.74666667,1862.000000
2.75000000,1850.000000
2.75333333,1839.000000
2.75666667,1829.000000
2.76000000,1832.000000
2.76333333,1829.000000
2.76666667,1826.000000
2.77000000,1807.000000
2.77333333,1797.000000
2.77666667,1776.000000
2.78000000,1768.000000
2.78333333,1754.000000
2.78666667,1749.000000
2.79000000,1737.000000
2.79333333,1728.000000
2.79666667,1722.000000
2.80000000,1702.000000
2.80333333,1695.000000
2.80666667,1685.000000
2.81000000,1664.000000
2.81333333,1640.000000
2.81666667,1624.000000
2.82000000,1600.000000
2.82333333,1589.000000
2.82666667,1589.000000
2.83000000,1579.000000
2.83333333,1579.000000
2.83666667,1576.000000
2.84000000,1560.000000
2.84333333,1546.000000
2.84666667,1533.000000
2.85000000,1517.000000
2.85333333,1504.000000
2.85666667,1501.000000
2.86000000,1496.000000
2.86333333,1507.000000
2.86666667,1521.000000
2.87000000,1524.000000
2.87333333,1533.000000
2.87666667,1539.000000
2.88000000,1551.000000
2.88333333,1563.000000
2.88666667,1570.000000
2.89000000,1578.000000
2.89333333,1591.000000
2.89666667,1616.000000
2.90000000,1635.000000
2.90333333,1655.000000
2.90666667,1684.000000
2.91000000,1711.000000
2.91333333,1745.000000
2.91666667,1786.000000
2.92000000,1832.000000
2.92333333,1882.000000
2.92666667,1951.000000
2.93000000,2016.000000
2.93333333,2096.000000
2.93666667,2198.000000
2.94000000,2302.000000
2.94333333,2422.000000
2.94666667,2574.000000
2.95000000,2724.000000
2.95333333,2897.000000
2.95666667,3080.000000
2.96000000,3285.000000
2.96333333,3514.000000
2.96666667,3749.000000
2.97000000,3993.000000
2.97333333,4245.000000
2.97666667,4518.000000
2.98000000,4806.000000
2.98333333,5097.000000
2.98666667,5374.000000
2.99000000,5644.000000
2.99333333,5911.000000
2.99666667,6176.000000
3.00000000,6409.000000
3.00333333,6627.000000
3.00666667,6839.000000
3.01000000,7037.000000
3.01333333,7203.000000
3.01666667,7320.000000
3.02000000,7421.000000
3.02333333,7490.000000
3.02666667,7535.000000
3.03000000,7554.000000
3.03333333,7526.000000
3.03666667,7482.000000
3.04000000,7409.000000
3.04333333,7308.000000
3.04666667,7193.000000
3.05000000,7051.000000
3.05333333,6891.000000
3.05666667,6728.000000
3.06000000,6535.000000
3.06333333,6336.000000
3.06666667,6120.000000
3.07000000,5914.000000
3.07333333,5703.000000
3.07666667,5492.000000
3.08000000,5287.000000
3.08333333,5081.000000
3.08666667,4881.000000
3.09000000,4691.000000
3.09333333,4502.000000
3.09666667,4335.000000
3.10000000,4171.000000
3.10333333,4017.000000
3.10666667,3890.000000
3.11000000,3753.000000
3.11333333,3639.000000
3.11666667,3530.000000
3.12000000,3431.000000
3.12333333,3339.000000
3.12666667,3253.000000
3.13000000,3171.000000
3.13333333,3082.000000
3.13666667,3008.000000
3.14000000,2946.000000
3.14333333,2888.000000
3.14666667,2840.000000
3.15000000,2778.000000
3.15333333,2745.000000
3.15666667,2693.000000
3.16000000,2638.000000
3.16333333,2605.000000
3.16666667,2563.000000
3.17000000,2530.000000
3.17333333,2506.000000
3.17666667,2465.000000
3.18000000,2437.000000
3.18333333,2404.000000
3.18666667,2385.000000
3.19000000,2356.000000
3.19333333,2335.000000
3.19666667,2302.000000
3.20000000,2267.000000
3.20333333,2245.000000
3.20666667,2216.000000
3.21000000,2206.000000
3.21333333,2190.000000
3.21666667,2167.000000
3.22000000,2148.000000
3.22333333,2109.000000
3.22666667,2069.000000
3.23000000,2062.000000
3.23333333,2027.000000
3.23666667,1994.000000
3.24000000,1973.000000
3.24333333,1949.000000
3.24666667,1920.000000
3.25000000,1899.000000
3.25333333,1879.000000
3.25666667,1860.000000
3.26000000,1826.000000
3.26333333,1793.000000
3.26666667,1769.000000
3.27000000,1745.000000
3.27333333,1722.000000
3.27666667,1709.000000
3.28000000,1700.000000
3.28333333,1681.000000
3.28666667,1676.000000
3.29000000,1676.000000
3.29333333,1665.000000
3.29666667,1650.000000
3.30000000,1642.000000
3.30333333,1631.000000
3.30666667,1623.000000
3.31000000,1611.000000
3.31333333,1617.000000
3.31666667,1616.000000
3.32000000,1602.000000
3.32333333,1589.000000
3.32666667,1575.000000
3.33000000,1562.000000
3.33333333,1545.000000
3.33666667,1524.000000
3.34000000,1517.000000
3.34333333,1513.000000
3.34666667,1487.000000
3.35000000,1485.000000
3.35333333,1470.000000
3.35666667,1460.000000
3.36000000,1453.000000
3.36333333,1447.000000
3.36666667,1434.000000
3.37000000,1422.000000
3.37333333,1427.000000
3.37666667,1431.000000
3.38000000,1434.000000
3.38333333,1435.000000
3.38666667,1448.000000
3.39000000,1451.000000
3.39333333,1448.000000
3.39666667,1453.000000
3.40000000,1462.000000
3.40333333,1461.000000
3.40666667,1462.000000
3.41000000,1470.000000
3.41333333,1469.000000
3.41666667,1467.000000
3.42000000,1463.000000
3.42333333,1468.000000
3.42666667,1463.000000
3.43000000,1465.000000
3.43333333,1460.000000
3.43666667,1470.000000
3.44000000,1460.000000
3.44333333,1455.000000
3.44666667,1457.000000
3.45000000,1455.000000
3.45333333,1464.000000
3.45666667,1456.000000
3.46000000,1470.000000
3.46333333,1463.000000
3.46666667,1472.000000
3.47000000,1470.000000
3.47333333,1475.000000
3.47666667,1478.000000
3.48000000,1488.000000
3.48333333,1480.000000
3.48666667,1485.000000
3.49000000,1474.000000
3.49333333,1475.000000
3.49666667,1474.000000
3.50000000,1460.000000
3.50333333,1451.000000
3.50666667,1436.000000
3.51000000,1433.000000
3.51333333,1415.000000
3.51666667,1409.000000
3.52000000,1396.000000
3.52333333,1390.000000
3.52666667,1382.000000
3.53000000,1369.000000
3.53333333,1351.000000
3.53666667,1366.000000
3.54000000,1369.000000
3.54333333,1384.000000
3.54666667,1421.000000
3.55000000,1452.000000
3.55333333,1500.000000
3.55666667,1551.000000
3.56000000,1624.000000
3.56333333,1705.000000
3.56666667,1783.000000
3.57000000,1888.000000
3.57333333,2004.000000
3.57666667,2153.000000
3.58000000,2297.000000
3.58333333,2479.000000
3.58666667,2681.000000
3.59000000,2871.000000
3.59333333,3088.000000
3.59666667,3328.000000
3.60000000,3557.000000
3.60333333,3824.000000
3.60666667,4108.000000
3.61000000,4397.000000
3.61333333,4692.000000
3.61666667,4987.000000
3.62000000,5313.000000
3.62333333,5622.000000
3.62666667,5939.000000
3.63000000,6229.000000
3.63333333,6525.000000
3.63666667,6792.000000
3.64000000,7038.000000
3.64333333,7281.000000
3.64666667,7497.000000
3.65000000,7675.000000
3.65333333,7837.000000
3.65666667,7958.000000
3.66000000,8043.000000
3.66333333,8088.000000
3.66666667,8097.000000
3.67000000,8076.000000
3.67333333,8016.000000
3.67666667,7925.000000
3.68000000,7803.000000
3.68333333,7655.000000
3.68666667,7473.000000
3.69000000,7281.000000
3.69333333,7076.000000
3.69666667,6843.000000
3.70000000,6603.000000
3.70333333,6361.000000
3.70666667,6099.000000
3.71000000,5835.000000
3.71333333,5571.000000
3.71666667,5313.000000
3.72000000,5063.000000
3.72333333,4823.000000
3.72666667,4572.000000
3.73000000,4343.000000
3.73333333,4113.000000
3.73666667,3900.000000
3.74000000,3695.000000
3.74333333,3504.000000
3.74666667,3315.000000
3.75000000,3136.000000
3.75333333,2966.000000
3.75666667,2804.000000
3.76000000,2668.000000
3.76333333,2554.000000
3.76666667,2427.000000
3.77000000,2319.000000
3.77333333,2220.000000
3.77666667,2122.000000
3.78000000,2044.000000
3.78333333,1968.000000
3.78666667,1901.000000
3.79000000,1856.000000
3.79333333,1812.000000
3.79666667,1767.000000
3.80000000,1723.000000
3.80333333,1693.000000
3.80666667,1665.000000
3.81000000,1644.000000
3.81333333,1611.000000
3.81666667,1577.000000
3.82000000,1565.000000
3.82333333,1539.000000
3.82666667,1507.000000
3.83000000,1494.000000
3.83333333,1472.000000
3.83666667,1457.000000
3.84000000,1440.000000
3.84333333,1400.000000
3.84666667,1390.000000
3.85000000,1371.000000
3.85333333,1360.000000
3.85666667,1345.000000
3.86000000,1337.000000
3.86333333,1325.000000
3.86666667,1328.000000
3.87000000,1316.000000
3.87333333,1313.000000
3.87666667,1313.000000
3.88000000,1321.000000
3.88333333,1313.000000
3.88666667,1320.000000
3.89000000,1320.000000
3.89333333,1313.000000
3.89666667,1320.000000
3.90000000,1317.000000
3.90333333,1300.000000
3.90666667,1295.000000
3.91000000,1290.000000
3.91333333,1282.000000
3.91666667,1277.000000
3.92000000,1264.000000
3.92333333,1268.000000
3.92666667,1262.000000
3.93000000,1255.000000
3.93333333,1250.000000
3.93666667,1251.000000
3.94000000,1255.000000
3.94333333,1253.000000
3.94666667,1256.000000
3.95000000,1260.000000
3.95333333,1259.000000
3.95666667,1261.000000
3.96000000,1266.000000
3.96333333,1267.000000
3.96666667,1274.000000
3.97000000,1271.000000
3.97333333,1264.000000
3.97666667,1261.000000
3.98000000,1257.000000
3.98333333,1268.000000
3.98666667,1265.000000
3.99000000,1253.000000
3.99333333,1250.000000
